TargetID	TargetLocation
Atg4b_4368_Neu4_2293	chr1:093451500-94089434
Atg4b_4371_Neu4_2296	chr1:093451500-94089434
Atg4b_4372_Neu4_2297	chr1:093451500-94089434
Atg4b_4373_Neu4_2298	chr1:093451500-94089434
Atg4b_4375_Neu4_2300	chr1:093451500-94089434
Atg4b_4376_Neu4_2301	chr1:093451500-94089434
Atg4b_4377_Neu4_2302	chr1:093451500-94089434
Atg4b_4378_Neu4_2303	chr1:093451500-94089434
Atg4b_4379_Neu4_2304	chr1:093451500-94089434
Atg4b_4380_Neu4_2305	chr1:093451500-94089434
Atg4b_4381_Neu4_2306	chr1:093451500-94089434
Atg4b_4382_Neu4_2307	chr1:093451500-94089434
Atg4b_4383_Neu4_2308	chr1:093451500-94089434
Atg4b_4388_Neu4_2313	chr1:093451500-94089434
Atg4b_4390_Neu4_2315	chr1:093451500-94089434
Atg4b_4391_Neu4_2316	chr1:093451500-94089434
Atg4b_4392_Neu4_2317	chr1:093451500-94089434
Atg4b_4393_Neu4_2318	chr1:093451500-94089434
Atg4b_4402_Neu4_2327	chr1:093451500-94089434
Atg4b_4404_Neu4_2329	chr1:093451500-94089434
Atg4b_4405_Neu4_2330	chr1:093451500-94089434
Atg4b_4406_Neu4_2331	chr1:093451500-94089434
Atg4b_4407_Neu4_2332	chr1:093451500-94089434
Atg4b_4408_Neu4_2333	chr1:093451500-94089434
Atg4b_4417_Neu4_2342	chr1:093451500-94089434
Atg4b_4418_Neu4_2343	chr1:093451500-94089434
Atg4b_4424_Neu4_2349	chr1:093451500-94089434
Atg4b_4426_Neu4_2351	chr1:093451500-94089434
Atg4b_4427_Neu4_2352	chr1:093451500-94089434
Atg4b_4460_Neu4_2385	chr1:093451500-94089434
Atg4b_4461_Neu4_2386	chr1:093451500-94089434
Atg4b_4483_Neu4_2408	chr1:093451500-94089434
Atg4b_4484_Neu4_2409	chr1:093451500-94089434
Atg4b_4485_Neu4_2410	chr1:093451500-94089434
Atg4b_4486_Neu4_2411	chr1:093451500-94089434
Atg4b_4505_Neu4_2430	chr1:093451500-94089434
Atg4b_4508_Neu4_2433	chr1:093451500-94089434
Atg4b_4512_Neu4_2437	chr1:093451500-94089434
Atg4b_4513_Neu4_2438	chr1:093451500-94089434
Atg4b_4516_Neu4_2441	chr1:093451500-94089434
Atg4b_4517_Neu4_2442	chr1:093451500-94089434
Atg4b_4524_Neu4_2449	chr1:093451500-94089434
Atg4b_4527_Neu4_2452	chr1:093451500-94089434
Atg4b_4528_Neu4_2453	chr1:093451500-94089434
Atg4b_4537_Neu4_2462	chr1:093451500-94089434
Atg4b_4538_Neu4_2463	chr1:093451500-94089434
Atg4b_4539_Neu4_2464	chr1:093451500-94089434
Atg4b_4541_Neu4_2466	chr1:093451500-94089434
Atg4b_4542_Neu4_2467	chr1:093451500-94089434
Atg4b_4544_Neu4_2469	chr1:093451500-94089434
Atg4b_4604_Neu4_2529	chr1:093451500-94089434
Atg4b_4605_Neu4_2530	chr1:093451500-94089434
Atg4b_4606_Neu4_2531	chr1:093451500-94089434
Atg4b_4609_Neu4_2534	chr1:093451500-94089434
Atg4b_4611_Neu4_2536	chr1:093451500-94089434
Atg4b_4618_Neu4_2543	chr1:093451500-94089434
Atg4b_4619_Neu4_2544	chr1:093451500-94089434
Atg4b_4620_Neu4_2545	chr1:093451500-94089434
Atg4b_4698_Neu4_2623	chr1:093451500-94089434
Rnf152_2092	chr1:104976917-105656710
Rnf152_2093	chr1:104976917-105656710
Rnf152_2098	chr1:104976917-105656710
Rnf152_2099	chr1:104976917-105656710
Rnf152_2201	chr1:104976917-105656710
Rnf152_2202	chr1:104976917-105656710
Rnf152_2220	chr1:104976917-105656710
Rnf152_2221	chr1:104976917-105656710
Rnf152_2236	chr1:104976917-105656710
Rnf152_2322	chr1:104976917-105656710
Rnf152_2332	chr1:104976917-105656710
Rnf152_2340	chr1:104976917-105656710
Rnf152_2342	chr1:104976917-105656710
Rnf152_2352	chr1:104976917-105656710
Rnf152_2353	chr1:104976917-105656710
Rnf152_2354	chr1:104976917-105656710
Rnf152_2355	chr1:104976917-105656710
Rnf152_2356	chr1:104976917-105656710
Rnf152_2357	chr1:104976917-105656710
Rnf152_2358	chr1:104976917-105656710
Rnf152_2359	chr1:104976917-105656710
Rnf152_2362	chr1:104976917-105656710
Rnf152_2363	chr1:104976917-105656710
Rnf152_2364	chr1:104976917-105656710
Rnf152_2365	chr1:104976917-105656710
Rnf152_2369	chr1:104976917-105656710
Rnf152_2376	chr1:104976917-105656710
Rnf152_2377	chr1:104976917-105656710
Rnf152_2378	chr1:104976917-105656710
Rnf152_2379	chr1:104976917-105656710
Rnf152_2382	chr1:104976917-105656710
Rnf152_2383	chr1:104976917-105656710
Rnf152_2389	chr1:104976917-105656710
Rnf152_2390	chr1:104976917-105656710
Rnf152_2391	chr1:104976917-105656710
Rnf152_2392	chr1:104976917-105656710
Rnf152_2414	chr1:104976917-105656710
Rnf152_2415	chr1:104976917-105656710
Rnf152_2416	chr1:104976917-105656710
Rnf152_2417	chr1:104976917-105656710
Rnf152_2423	chr1:104976917-105656710
Rnf152_2424	chr1:104976917-105656710
Rnf152_2429	chr1:104976917-105656710
Rnf152_2439	chr1:104976917-105656710
Rnf152_2442	chr1:104976917-105656710
Rnf152_2461	chr1:104976917-105656710
Rnf152_2480	chr1:104976917-105656710
Rnf152_2485	chr1:104976917-105656710
Rnf152_2518	chr1:104976917-105656710
Rnf152_2533	chr1:104976917-105656710
Rnf152_2534	chr1:104976917-105656710
Rnf152_2553	chr1:104976917-105656710
Rnf152_2710	chr1:104976917-105656710
Rnf152_2711	chr1:104976917-105656710
Rnf152_2738	chr1:104976917-105656710
Rnf152_2744	chr1:104976917-105656710
Rnf152_2772	chr1:104976917-105656710
Rnf152_2789	chr1:104976917-105656710
Rnf152_2792	chr1:104976917-105656710
Rnf152_2793	chr1:104976917-105656710
Rnf152_2799	chr1:104976917-105656710
Rnf152_2800	chr1:104976917-105656710
Rnf152_2805	chr1:104976917-105656710
Rnf152_2806	chr1:104976917-105656710
Rnf152_2814	chr1:104976917-105656710
Rnf152_2831	chr1:104976917-105656710
Rnf152_2833	chr1:104976917-105656710
Rnf152_2892	chr1:104976917-105656710
Rnf152_2893	chr1:104976917-105656710
Rnf152_2896	chr1:104976917-105656710
Rnf152_2923	chr1:104976917-105656710
Rnf152_2924	chr1:104976917-105656710
Rnf152_2928	chr1:104976917-105656710
Rnf152_2929	chr1:104976917-105656710
Rnf152_2932	chr1:104976917-105656710
Rnf152_2940	chr1:104976917-105656710
Rnf152_2947	chr1:104976917-105656710
Rnf152_2961	chr1:104976917-105656710
Rnf152_2974	chr1:104976917-105656710
Rnf152_2975	chr1:104976917-105656710
Rnf152_2977	chr1:104976917-105656710
Rnf152_2979	chr1:104976917-105656710
Rnf152_2980	chr1:104976917-105656710
Rnf152_2981	chr1:104976917-105656710
Rnf152_2982	chr1:104976917-105656710
Rnf152_2999	chr1:104976917-105656710
Rnf152_3008	chr1:104976917-105656710
Rnf152_3120	chr1:104976917-105656710
Rnf152_3127	chr1:104976917-105656710
Rnf152_3169	chr1:104976917-105656710
Rnf152_3177	chr1:104976917-105656710
Rnf152_3224	chr1:104976917-105656710
Rnf152_3225	chr1:104976917-105656710
Bcl2_2048_Vps4b_282	chr1:106238178-107014274
Bcl2_2063_Vps4b_297	chr1:106238178-107014274
Bcl2_2085_Vps4b_319	chr1:106238178-107014274
Bcl2_2092_Vps4b_326	chr1:106238178-107014274
Bcl2_2099_Vps4b_333	chr1:106238178-107014274
Bcl2_2138_Vps4b_372	chr1:106238178-107014274
Bcl2_2140_Vps4b_374	chr1:106238178-107014274
Bcl2_2156_Vps4b_390	chr1:106238178-107014274
Bcl2_2172_Vps4b_406	chr1:106238178-107014274
Bcl2_2173_Vps4b_407	chr1:106238178-107014274
Bcl2_2192_Vps4b_426	chr1:106238178-107014274
Bcl2_2195_Vps4b_429	chr1:106238178-107014274
Bcl2_2199_Vps4b_433	chr1:106238178-107014274
Bcl2_2203_Vps4b_437	chr1:106238178-107014274
Bcl2_2223_Vps4b_457	chr1:106238178-107014274
Bcl2_2229_Vps4b_463	chr1:106238178-107014274
Bcl2_2235_Vps4b_469	chr1:106238178-107014274
Bcl2_2236_Vps4b_470	chr1:106238178-107014274
Bcl2_2258_Vps4b_492	chr1:106238178-107014274
Bcl2_2259_Vps4b_493	chr1:106238178-107014274
Bcl2_2269_Vps4b_503	chr1:106238178-107014274
Bcl2_2270_Vps4b_504	chr1:106238178-107014274
Bcl2_2279_Vps4b_513	chr1:106238178-107014274
Bcl2_2282_Vps4b_516	chr1:106238178-107014274
Bcl2_2283_Vps4b_517	chr1:106238178-107014274
Bcl2_2313_Vps4b_547	chr1:106238178-107014274
Bcl2_2318_Vps4b_552	chr1:106238178-107014274
Bcl2_2327_Vps4b_561	chr1:106238178-107014274
Bcl2_2341_Vps4b_575	chr1:106238178-107014274
Bcl2_2342_Vps4b_576	chr1:106238178-107014274
Bcl2_2348_Vps4b_582	chr1:106238178-107014274
Bcl2_2349_Vps4b_583	chr1:106238178-107014274
Bcl2_2352_Vps4b_586	chr1:106238178-107014274
Bcl2_2353_Vps4b_587	chr1:106238178-107014274
Bcl2_2355_Vps4b_589	chr1:106238178-107014274
Bcl2_2358_Vps4b_592	chr1:106238178-107014274
Bcl2_2359_Vps4b_593	chr1:106238178-107014274
Bcl2_2360_Vps4b_594	chr1:106238178-107014274
Bcl2_2361_Vps4b_595	chr1:106238178-107014274
Bcl2_2362_Vps4b_596	chr1:106238178-107014274
Bcl2_2365_Vps4b_599	chr1:106238178-107014274
Bcl2_2366_Vps4b_600	chr1:106238178-107014274
Bcl2_2370_Vps4b_604	chr1:106238178-107014274
Bcl2_2371_Vps4b_605	chr1:106238178-107014274
Bcl2_2372_Vps4b_606	chr1:106238178-107014274
Bcl2_2374_Vps4b_608	chr1:106238178-107014274
Bcl2_2375_Vps4b_609	chr1:106238178-107014274
Bcl2_2377_Vps4b_611	chr1:106238178-107014274
Bcl2_2380_Vps4b_614	chr1:106238178-107014274
Bcl2_2381_Vps4b_615	chr1:106238178-107014274
Bcl2_2382_Vps4b_616	chr1:106238178-107014274
Bcl2_2383_Vps4b_617	chr1:106238178-107014274
Bcl2_2384_Vps4b_618	chr1:106238178-107014274
Bcl2_2385_Vps4b_619	chr1:106238178-107014274
Bcl2_2387_Vps4b_621	chr1:106238178-107014274
Bcl2_2390_Vps4b_624	chr1:106238178-107014274
Bcl2_2397_Vps4b_631	chr1:106238178-107014274
Bcl2_2398_Vps4b_632	chr1:106238178-107014274
Bcl2_2403_Vps4b_637	chr1:106238178-107014274
Bcl2_2411_Vps4b_645	chr1:106238178-107014274
Bcl2_2416_Vps4b_650	chr1:106238178-107014274
Bcl2_2428_Vps4b_662	chr1:106238178-107014274
Bcl2_2434_Vps4b_668	chr1:106238178-107014274
Bcl2_2437_Vps4b_671	chr1:106238178-107014274
Bcl2_2448_Vps4b_682	chr1:106238178-107014274
Bcl2_2463_Vps4b_697	chr1:106238178-107014274
Bcl2_2466_Vps4b_700	chr1:106238178-107014274
Bcl2_2470_Vps4b_704	chr1:106238178-107014274
Bcl2_2472_Vps4b_706	chr1:106238178-107014274
Bcl2_2477_Vps4b_711	chr1:106238178-107014274
Bcl2_2478_Vps4b_712	chr1:106238178-107014274
Bcl2_2485_Vps4b_719	chr1:106238178-107014274
Bcl2_2486_Vps4b_720	chr1:106238178-107014274
Bcl2_2490_Vps4b_724	chr1:106238178-107014274
Bcl2_2491_Vps4b_725	chr1:106238178-107014274
Bcl2_2493_Vps4b_727	chr1:106238178-107014274
Bcl2_2521_Vps4b_755	chr1:106238178-107014274
Bcl2_2527_Vps4b_761	chr1:106238178-107014274
Bcl2_2560_Vps4b_794	chr1:106238178-107014274
Bcl2_2565_Vps4b_799	chr1:106238178-107014274
Bcl2_2567_Vps4b_801	chr1:106238178-107014274
Bcl2_2575_Vps4b_809	chr1:106238178-107014274
Bcl2_2589_Vps4b_823	chr1:106238178-107014274
Bcl2_2595_Vps4b_829	chr1:106238178-107014274
Bcl2_2598_Vps4b_832	chr1:106238178-107014274
Bcl2_2601_Vps4b_835	chr1:106238178-107014274
Bcl2_2620_Vps4b_854	chr1:106238178-107014274
Bcl2_2666_Vps4b_900	chr1:106238178-107014274
Bcl2_2667_Vps4b_901	chr1:106238178-107014274
Bcl2_2703_Vps4b_937	chr1:106238178-107014274
Bcl2_2729_Vps4b_963	chr1:106238178-107014274
Bcl2_2730_Vps4b_964	chr1:106238178-107014274
Bcl2_2732_Vps4b_966	chr1:106238178-107014274
Bcl2_2733_Vps4b_967	chr1:106238178-107014274
Bcl2_2742_Vps4b_976	chr1:106238178-107014274
Bcl2_2747_Vps4b_981	chr1:106238178-107014274
Bcl2_2770_Vps4b_1004	chr1:106238178-107014274
Bcl2_2797_Vps4b_1031	chr1:106238178-107014274
Bcl2_2798_Vps4b_1032	chr1:106238178-107014274
Bcl2_2799_Vps4b_1033	chr1:106238178-107014274
Bcl2_2820_Vps4b_1054	chr1:106238178-107014274
Bcl2_2840_Vps4b_1074	chr1:106238178-107014274
Bcl2_2843_Vps4b_1077	chr1:106238178-107014274
Bcl2_2854_Vps4b_1088	chr1:106238178-107014274
Bcl2_2856_Vps4b_1090	chr1:106238178-107014274
Bcl2_2858_Vps4b_1092	chr1:106238178-107014274
Bcl2_2863_Vps4b_1097	chr1:106238178-107014274
Bcl2_2883_Vps4b_1117	chr1:106238178-107014274
Bcl2_2917_Vps4b_1151	chr1:106238178-107014274
Bcl2_2918_Vps4b_1152	chr1:106238178-107014274
Bcl2_2927_Vps4b_1161	chr1:106238178-107014274
Bcl2_2930_Vps4b_1164	chr1:106238178-107014274
Bcl2_2932_Vps4b_1166	chr1:106238178-107014274
Bcl2_2933_Vps4b_1167	chr1:106238178-107014274
Bcl2_2953_Vps4b_1187	chr1:106238178-107014274
Bcl2_2957_Vps4b_1191	chr1:106238178-107014274
Bcl2_3013_Vps4b_1247	chr1:106238178-107014274
Bcl2_3014_Vps4b_1248	chr1:106238178-107014274
Bcl2_3021_Vps4b_1255	chr1:106238178-107014274
Bcl2_3022_Vps4b_1256	chr1:106238178-107014274
Bcl2_3044_Vps4b_1278	chr1:106238178-107014274
Bcl2_3047_Vps4b_1281	chr1:106238178-107014274
Bcl2_3112_Vps4b_1346	chr1:106238178-107014274
Bcl2_3138_Vps4b_1372	chr1:106238178-107014274
Bcl2_3142_Vps4b_1376	chr1:106238178-107014274
Bcl2_3143_Vps4b_1377	chr1:106238178-107014274
Bcl2_3145_Vps4b_1379	chr1:106238178-107014274
Bcl2_3147_Vps4b_1381	chr1:106238178-107014274
Bcl2_3152_Vps4b_1386	chr1:106238178-107014274
Bcl2_3171_Vps4b_1405	chr1:106238178-107014274
Bcl2_3183_Vps4b_1417	chr1:106238178-107014274
Bcl2_3227_Vps4b_1461	chr1:106238178-107014274
Bcl2_3228_Vps4b_1462	chr1:106238178-107014274
Bcl2_3229_Vps4b_1463	chr1:106238178-107014274
Bcl2_3235_Vps4b_1469	chr1:106238178-107014274
Bcl2_3258_Vps4b_1492	chr1:106238178-107014274
Bcl2_3259_Vps4b_1493	chr1:106238178-107014274
Bcl2_3260_Vps4b_1494	chr1:106238178-107014274
Bcl2_3274_Vps4b_1508	chr1:106238178-107014274
Bcl2_3278_Vps4b_1512	chr1:106238178-107014274
Bcl2_3279_Vps4b_1513	chr1:106238178-107014274
Bcl2_3326_Vps4b_1560	chr1:106238178-107014274
Bcl2_3330_Vps4b_1564	chr1:106238178-107014274
Bcl2_3334_Vps4b_1568	chr1:106238178-107014274
Bcl2_3355_Vps4b_1589	chr1:106238178-107014274
Bcl2_3356_Vps4b_1590	chr1:106238178-107014274
Bcl2_3357_Vps4b_1591	chr1:106238178-107014274
Bcl2_3360_Vps4b_1594	chr1:106238178-107014274
Bcl2_3363_Vps4b_1597	chr1:106238178-107014274
Bcl2_3463_Vps4b_1697	chr1:106238178-107014274
Bcl2_3464_Vps4b_1698	chr1:106238178-107014274
Bcl2_3466_Vps4b_1700	chr1:106238178-107014274
Bcl2_3470_Vps4b_1704	chr1:106238178-107014274
Bcl2_3481_Vps4b_1715	chr1:106238178-107014274
Bcl2_3495_Vps4b_1729	chr1:106238178-107014274
Bcl2_3506_Vps4b_1740	chr1:106238178-107014274
Bcl2_3515_Vps4b_1749	chr1:106238178-107014274
Bcl2_3525_Vps4b_1759	chr1:106238178-107014274
Bcl2_3529_Vps4b_1763	chr1:106238178-107014274
Bcl2_3534_Vps4b_1768	chr1:106238178-107014274
Bcl2_3544_Vps4b_1778	chr1:106238178-107014274
Bcl2_3546_Vps4b_1780	chr1:106238178-107014274
Bcl2_3547_Vps4b_1781	chr1:106238178-107014274
Bcl2_3552_Vps4b_1786	chr1:106238178-107014274
Bcl2_3555_Vps4b_1789	chr1:106238178-107014274
Bcl2_3557_Vps4b_1791	chr1:106238178-107014274
Bcl2_3580_Vps4b_1814	chr1:106238178-107014274
Bcl2_3589_Vps4b_1823	chr1:106238178-107014274
Bcl2_3601_Vps4b_1835	chr1:106238178-107014274
Bcl2_3609_Vps4b_1843	chr1:106238178-107014274
Bcl2_3610_Vps4b_1844	chr1:106238178-107014274
Bcl2_3616_Vps4b_1850	chr1:106238178-107014274
Bcl2_3617_Vps4b_1851	chr1:106238178-107014274
Bcl2_3619_Vps4b_1853	chr1:106238178-107014274
Bcl2_3622_Vps4b_1856	chr1:106238178-107014274
Bcl2_3630_Vps4b_1864	chr1:106238178-107014274
Bcl2_3658_Vps4b_1892	chr1:106238178-107014274
Bcl2_3670_Vps4b_1904	chr1:106238178-107014274
Bcl2_3697_Vps4b_1931	chr1:106238178-107014274
Bcl2_3705_Vps4b_1939	chr1:106238178-107014274
Bcl2_3706_Vps4b_1940	chr1:106238178-107014274
Bcl2_3714_Vps4b_1948	chr1:106238178-107014274
Bcl2_3720_Vps4b_1954	chr1:106238178-107014274
Bcl2_3721_Vps4b_1955	chr1:106238178-107014274
Bcl2_3722_Vps4b_1956	chr1:106238178-107014274
Bcl2_3723_Vps4b_1957	chr1:106238178-107014274
Bcl2_3724_Vps4b_1958	chr1:106238178-107014274
Bcl2_3725_Vps4b_1959	chr1:106238178-107014274
Bcl2_3726_Vps4b_1960	chr1:106238178-107014274
Bcl2_3727_Vps4b_1961	chr1:106238178-107014274
Bcl2_3728_Vps4b_1962	chr1:106238178-107014274
Bcl2_3729_Vps4b_1963	chr1:106238178-107014274
Bcl2_3734_Vps4b_1968	chr1:106238178-107014274
Bcl2_3736_Vps4b_1970	chr1:106238178-107014274
Bcl2_3749_Vps4b_1983	chr1:106238178-107014274
Bcl2_3756_Vps4b_1990	chr1:106238178-107014274
Bcl2_3757_Vps4b_1991	chr1:106238178-107014274
Bcl2_3768_Vps4b_2002	chr1:106238178-107014274
Bcl2_3769_Vps4b_2003	chr1:106238178-107014274
Bcl2_3777_Vps4b_2011	chr1:106238178-107014274
Bcl2_3784_Vps4b_2018	chr1:106238178-107014274
Bcl2_3785_Vps4b_2019	chr1:106238178-107014274
Bcl2_3795_Vps4b_2029	chr1:106238178-107014274
Bcl2_3796_Vps4b_2030	chr1:106238178-107014274
Bcl2_3799_Vps4b_2033	chr1:106238178-107014274
Bcl2_3800_Vps4b_2034	chr1:106238178-107014274
Bcl2_3803_Vps4b_2037	chr1:106238178-107014274
Bcl2_3804_Vps4b_2038	chr1:106238178-107014274
Bcl2_3806_Vps4b_2040	chr1:106238178-107014274
Bcl2_3814_Vps4b_2048	chr1:106238178-107014274
Bcl2_3815_Vps4b_2049	chr1:106238178-107014274
Bcl2_3871_Vps4b_2105	chr1:106238178-107014274
Bcl2_3872_Vps4b_2106	chr1:106238178-107014274
Bcl2_3873_Vps4b_2107	chr1:106238178-107014274
Bcl2_3875_Vps4b_2109	chr1:106238178-107014274
Bcl2_3893_Vps4b_2127	chr1:106238178-107014274
Bcl2_3894_Vps4b_2128	chr1:106238178-107014274
Bcl2_3913_Vps4b_2147	chr1:106238178-107014274
Bcl2_3914_Vps4b_2148	chr1:106238178-107014274
Bcl2_3917_Vps4b_2151	chr1:106238178-107014274
Bcl2_3918_Vps4b_2152	chr1:106238178-107014274
Bcl2_3920_Vps4b_2154	chr1:106238178-107014274
Bcl2_3924_Vps4b_2158	chr1:106238178-107014274
Bcl2_3934_Vps4b_2168	chr1:106238178-107014274
Bcl2_3935_Vps4b_2169	chr1:106238178-107014274
Bcl2_3939_Vps4b_2173	chr1:106238178-107014274
Bcl2_3940_Vps4b_2174	chr1:106238178-107014274
Bcl2_3951_Vps4b_2185	chr1:106238178-107014274
Bcl2_4008_Vps4b_2242	chr1:106238178-107014274
Bcl2_4009_Vps4b_2243	chr1:106238178-107014274
Bcl2_4025_Vps4b_2259	chr1:106238178-107014274
Bcl2_4026_Vps4b_2260	chr1:106238178-107014274
Bcl2_4027_Vps4b_2261	chr1:106238178-107014274
Bcl2_4035_Vps4b_2269	chr1:106238178-107014274
Bcl2_4041_Vps4b_2275	chr1:106238178-107014274
Bcl2_4042_Vps4b_2276	chr1:106238178-107014274
Bcl2_4052_Vps4b_2286	chr1:106238178-107014274
Bcl2_4054_Vps4b_2288	chr1:106238178-107014274
Bcl2_4055_Vps4b_2289	chr1:106238178-107014274
Bcl2_4056_Vps4b_2290	chr1:106238178-107014274
Bcl2_4057_Vps4b_2291	chr1:106238178-107014274
Bcl2_4062_Vps4b_2296	chr1:106238178-107014274
Bcl2_4064_Vps4b_2298	chr1:106238178-107014274
Bcl2_4065_Vps4b_2299	chr1:106238178-107014274
Bcl2_4084_Vps4b_2318	chr1:106238178-107014274
Bcl2_4093_Vps4b_2327	chr1:106238178-107014274
Bcl2_4094_Vps4b_2328	chr1:106238178-107014274
Bcl2_4095_Vps4b_2329	chr1:106238178-107014274
Bcl2_4096_Vps4b_2330	chr1:106238178-107014274
Bcl2_4097_Vps4b_2331	chr1:106238178-107014274
Bcl2_4102_Vps4b_2336	chr1:106238178-107014274
Bcl2_4103_Vps4b_2337	chr1:106238178-107014274
Bcl2_4104_Vps4b_2338	chr1:106238178-107014274
Bcl2_4105_Vps4b_2339	chr1:106238178-107014274
Bcl2_4106_Vps4b_2340	chr1:106238178-107014274
Bcl2_4107_Vps4b_2341	chr1:106238178-107014274
Bcl2_4109_Vps4b_2343	chr1:106238178-107014274
Bcl2_4113_Vps4b_2347	chr1:106238178-107014274
Bcl2_4114_Vps4b_2348	chr1:106238178-107014274
Bcl2_4155_Vps4b_2389	chr1:106238178-107014274
Bcl2_4194_Vps4b_2428	chr1:106238178-107014274
Bcl2_4195_Vps4b_2429	chr1:106238178-107014274
Bcl2_4196_Vps4b_2430	chr1:106238178-107014274
Bcl2_4199_Vps4b_2433	chr1:106238178-107014274
Bcl2_4215_Vps4b_2449	chr1:106238178-107014274
Bcl2_4216_Vps4b_2450	chr1:106238178-107014274
Bcl2_4218_Vps4b_2452	chr1:106238178-107014274
Bcl2_4219_Vps4b_2453	chr1:106238178-107014274
Bcl2_4221_Vps4b_2455	chr1:106238178-107014274
Bcl2_4222_Vps4b_2456	chr1:106238178-107014274
Vps4b_2501	chr1:106464071-107096728
Bcl2_4268_Vps4b_2502	chr1:106238178-107014274
Vps4b_2514	chr1:106464071-107096728
Bcl2_4281	chr1:106238178-107014274
Bcl2_4334_Vps4b_2569	chr1:106238178-107014274
Bcl2_4338_Vps4b_2573	chr1:106238178-107014274
Bcl2_4339_Vps4b_2574	chr1:106238178-107014274
Bcl2_4341_Vps4b_2576	chr1:106238178-107014274
Bcl2_4485_Vps4b_2720	chr1:106238178-107014274
Bcl2_4496_Vps4b_2731	chr1:106238178-107014274
Bcl2_4497_Vps4b_2732	chr1:106238178-107014274
Bcl2_4499_Vps4b_2734	chr1:106238178-107014274
Bcl2_4521_Vps4b_2756	chr1:106238178-107014274
Bcl2_4526_Vps4b_2761	chr1:106238178-107014274
Vps4b_2797	chr1:106464071-107096728
Bcl2_4595_Vps4b_2829	chr1:106238178-107014274
Bcl2_4671_Vps4b_2905	chr1:106238178-107014274
Bcl2_4702_Vps4b_2936	chr1:106238178-107014274
Bcl2_4715_Vps4b_2949	chr1:106238178-107014274
En1_1960	chr1:120302418-120909296
En1_1971	chr1:120302418-120909296
En1_1972	chr1:120302418-120909296
En1_1978	chr1:120302418-120909296
En1_2156	chr1:120302418-120909296
En1_2182	chr1:120302418-120909296
En1_2183	chr1:120302418-120909296
En1_2191	chr1:120302418-120909296
En1_2192	chr1:120302418-120909296
En1_2215	chr1:120302418-120909296
En1_2217	chr1:120302418-120909296
En1_2218	chr1:120302418-120909296
En1_2225	chr1:120302418-120909296
En1_2228	chr1:120302418-120909296
En1_2229	chr1:120302418-120909296
En1_2235	chr1:120302418-120909296
En1_2236	chr1:120302418-120909296
En1_2243	chr1:120302418-120909296
En1_2244	chr1:120302418-120909296
En1_2245	chr1:120302418-120909296
En1_2247	chr1:120302418-120909296
En1_2256	chr1:120302418-120909296
En1_2257	chr1:120302418-120909296
En1_2258	chr1:120302418-120909296
En1_2259	chr1:120302418-120909296
En1_2262	chr1:120302418-120909296
En1_2264	chr1:120302418-120909296
En1_2265	chr1:120302418-120909296
En1_2266	chr1:120302418-120909296
En1_2267	chr1:120302418-120909296
En1_2268	chr1:120302418-120909296
En1_2269	chr1:120302418-120909296
En1_2270	chr1:120302418-120909296
En1_2271	chr1:120302418-120909296
En1_2272	chr1:120302418-120909296
En1_2274	chr1:120302418-120909296
En1_2275	chr1:120302418-120909296
En1_2276	chr1:120302418-120909296
En1_2277	chr1:120302418-120909296
En1_2278	chr1:120302418-120909296
En1_2281	chr1:120302418-120909296
En1_2283	chr1:120302418-120909296
En1_2285	chr1:120302418-120909296
En1_2286	chr1:120302418-120909296
En1_2287	chr1:120302418-120909296
En1_2291	chr1:120302418-120909296
En1_2293	chr1:120302418-120909296
En1_2294	chr1:120302418-120909296
En1_2295	chr1:120302418-120909296
En1_2297	chr1:120302418-120909296
En1_2299	chr1:120302418-120909296
En1_2300	chr1:120302418-120909296
En1_2301	chr1:120302418-120909296
En1_2303	chr1:120302418-120909296
En1_2304	chr1:120302418-120909296
En1_2305	chr1:120302418-120909296
En1_2306	chr1:120302418-120909296
En1_2307	chr1:120302418-120909296
En1_2311	chr1:120302418-120909296
En1_2313	chr1:120302418-120909296
En1_2314	chr1:120302418-120909296
En1_2317	chr1:120302418-120909296
En1_2322	chr1:120302418-120909296
En1_2326	chr1:120302418-120909296
En1_2327	chr1:120302418-120909296
En1_2331	chr1:120302418-120909296
En1_2332	chr1:120302418-120909296
En1_2334	chr1:120302418-120909296
En1_2335	chr1:120302418-120909296
En1_2336	chr1:120302418-120909296
En1_2337	chr1:120302418-120909296
En1_2339	chr1:120302418-120909296
En1_2359	chr1:120302418-120909296
En1_2360	chr1:120302418-120909296
En1_2361	chr1:120302418-120909296
En1_2362	chr1:120302418-120909296
En1_2363	chr1:120302418-120909296
En1_2364	chr1:120302418-120909296
En1_2365	chr1:120302418-120909296
En1_2366	chr1:120302418-120909296
En1_2367	chr1:120302418-120909296
En1_2368	chr1:120302418-120909296
En1_2370	chr1:120302418-120909296
En1_2371	chr1:120302418-120909296
En1_2376	chr1:120302418-120909296
En1_2378	chr1:120302418-120909296
En1_2379	chr1:120302418-120909296
En1_2393	chr1:120302418-120909296
En1_2394	chr1:120302418-120909296
En1_2433	chr1:120302418-120909296
En1_2442	chr1:120302418-120909296
En1_2443	chr1:120302418-120909296
En1_2450	chr1:120302418-120909296
En1_2451	chr1:120302418-120909296
En1_2453	chr1:120302418-120909296
En1_2454	chr1:120302418-120909296
En1_2455	chr1:120302418-120909296
En1_2457	chr1:120302418-120909296
En1_2464	chr1:120302418-120909296
